# Constructed from biom file
#OTU ID	AR3	CL4	KP4	LQ2	MD4	PE5	PE6	SF1	SV1
No blast hit;Other;Other	0.026402640264	0.236790606654	0.0216118865376	0.218130311615	0.0937269372694	0.0486891385768	0.0530016224986	0.0522407170294	0.0653120464441
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes	0.0049504950495	0.00587084148728	0.013507429086	0.14447592068	0.0	0.210674157303	0.0281233098972	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.00247524752475	0.0146771037182	0.0445745159838	0.014164305949	0.112915129151	0.00468164794007	0.00216333153056	0.0696542893726	0.0290275761974
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.000825082508251	0.00684931506849	0.0049527239982	0.0	0.00221402214022	0.00280898876404	0.00297458085452	0.0	0.0420899854862
k__Fungi;p__Ascomycota;c__Incertae_sedis	0.0016501650165	0.0	0.0009004952724	0.0	0.0	0.00187265917603	0.000811249323959	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes	0.0	0.00782778864971	0.0	0.0	0.00147601476015	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes	0.0016501650165	0.0	0.0076542098154	0.00849858356941	0.0	0.00327715355805	0.00189291508924	0.000512163892446	0.0
k__Fungi;p__Ascomycota;c__Pezizomycetes	0.0016501650165	0.0	0.0013507429086	0.0	0.0	0.0	0.0027041644132	0.00230473751601	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.0	0.00293542074364	0.0	0.0	0.0	0.0	0.000811249323959	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes	0.101485148515	0.103718199609	0.0774425934264	0.0453257790368	0.118081180812	0.0224719101124	0.0575987020011	0.0253521126761	0.0435413642961
k__Fungi;p__Ascomycota;c__unidentified	0.0693069306931	0.211350293542	0.0387212967132	0.0453257790368	0.0590405904059	0.0411985018727	0.0170362358031	0.0875800256082	0.0653120464441
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.250825082508	0.00782778864971	0.047276001801	0.0056657223796	0.00516605166052	0.0135767790262	0.0749053542455	0.299615877081	0.233671988389
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.0189768976898	0.00880626223092	0.0013507429086	0.0169971671388	0.0	0.00140449438202	0.0146024878313	0.0	0.00145137880987
k__Fungi;p__Basidiomycota;c__unidentified	0.00907590759076	0.00782778864971	0.0319675821702	0.0	0.00516605166052	0.000468164794007	0.00486749594375	0.0143405889885	0.00870827285922
k__Fungi;p__Chytridiomycota;c__Chytridiomycetes	0.00412541254125	0.00880626223092	0.029266096353	0.0	0.00147601476015	0.000936329588015	0.00405624661979	0.00153649167734	0.0
k__Fungi;p__Chytridiomycota;c__unidentified	0.0	0.0	0.0	0.0	0.0	0.000936329588015	0.000811249323959	0.0	0.00580551523948
k__Fungi;p__Glomeromycota;c__Glomeromycetes	0.0016501650165	0.00293542074364	0.0009004952724	0.0	0.0	0.000936329588015	0.019469983775	0.00102432778489	0.0
k__Fungi;p__Glomeromycota;c__unidentified	0.0	0.0	0.0	0.0	0.0	0.0	0.000540832882639	0.0	0.0
k__Fungi;p__Zygomycota;c__Incertae_sedis	0.125412541254	0.100782778865	0.201710941018	0.0169971671388	0.0	0.00327715355805	0.166306111412	0.00460947503201	0.011611030479
k__Fungi;p__unidentified;c__unidentified	0.379537953795	0.272994129159	0.476812246736	0.484419263456	0.60073800738	0.642790262172	0.547322877231	0.441229193342	0.493468795356
